OrderNum,DeliveryAddress,ShippingFee,DeliveryCompany
4342,Unknown Shipping Address,47.94,FedEx
4343,"18837 Courtney Neck Suite 310 Grahamville, AZ 53016",30.02,FedEx
4344,Unit 3606 Box 1881 DPO AE 55200,14.88,FedEx
4345,"49233 Julie Knolls West Sarahborough, OH 14486",30.76,UPS
4346,"769 Smith Springs Port Casey, MN 80137",33.73,FedEx
4347,"5129 Jerry Prairie Apt. 879 South James, ND 08628",42.18,DHL
4348,"32724 Curtis Forest Apt. 455 Lake Calebfurt, WY 24930",47.78,UPS
4349,"700 Miller Street New Lisa, NH 58910",44.98,UPS
4350,"1635 Alan Pike Stuartfurt, NE 95257",21.5,FedEx
4351,"7175 Vega Ranch North Christy, RI 77018",11.08,FedEx
4352,"787 Williams Manors Fosterfurt, MA 42675",18.31,FedEx
4353,"55724 Nicholas Parkway Suite 370 Amystad, SD 60495",19.6,FedEx
4354,"46285 Stokes Trafficway Seanshire, MH 66516",22.54,DHL
4355,"04668 Richard Station Apt. 563 West Shawn, FL 81099",43.06,UPS
4356,"52699 Smith Course Port Tiffanymouth, DC 55370",37.03,DHL
4357,"9894 Mandy Inlet Francoton, PW 99615",5.47,DHL
4358,Unknown Shipping Address,9.67,DHL
4359,"23325 Harold Burgs Luisfort, NC 41623",5.97,UPS
4360,"9616 Hernandez Ranch Apt. 493 Jamesburgh, NE 48483",14.71,DHL
4361,"93340 Brown Well Kiddside, ID 86173",28.12,FedEx
4362,"816 Craig Hollow Apt. 416 Stephanieside, MS 16009",6.26,FedEx
4363,"6458 Dunn Ports Amyberg, NH 08232",20.92,UPS
4364,"932 Ward Groves Apt. 037 West Luis, PA 19482",12.94,FedEx
4365,"0001 Eric Mission Gibbsfort, AZ 47898",12.42,FedEx
4366,"5473 Moore Corners West Paulabury, UT 85346",5.99,FedEx
4367,"071 Brown Burg Maryburgh, TX 69078",38.43,UPS
4368,"68570 Perez Pike Apt. 787 South Robertmouth, IN 10612",48.98,UPS
4369,"736 Joseph Lane Apt. 602 North Robert, KS 21400",18.6,UPS
4370,"8800 Elliott Garden North Sandra, MA 06138",44.9,UPS
4371,"12426 Williams Well Suite 765 Rebeccaport, KY 12766",47.44,FedEx
4372,"22651 Wilson Station South Phillip, AK 83106",27.26,DHL
4373,"1173 Crystal Manors Apt. 002 Griffintown, LA 57118",49.85,UPS
4374,"PSC 0283, Box 1152 APO AP 82117",16.98,FedEx
4375,"083 Harris Road Suite 998 New Debbiemouth, MT 49504",48.26,FedEx
4376,"PSC 2902, Box 5397 APO AE 01332",25.94,UPS
4377,"428 Christina Lock Laurachester, DC 74657",41.14,UPS
4378,"65066 Rasmussen Shoals Suite 269 East Joseph, SC 10429",31.44,DHL
4379,"61151 Allen Glen Suite 066 Ashleyland, OH 68073",47.82,DHL
4380,"0491 Carrie Ridges Suite 364 Lake Stephenbury, AK 56318",32.61,FedEx
4381,"07165 Phillips Keys North Anthony, NM 54341",26.97,UPS
4382,"172 Eric Hills Lake Kevin, NE 73549",20.01,UPS
4383,"97123 Willis Trail Thomasport, MT 55712",34.66,FedEx
4384,"89065 Burton Prairie North Jennifertown, NE 30107",47.26,FedEx
4385,"1911 Booker Mission North Michaelport, NE 41059",32.96,FedEx
4386,"361 Bailey Coves Apt. 852 East Lacey, KY 05035",43.11,FedEx
4387,"20679 Harrison Glen Apt. 338 Port John, OK 39699",24.73,FedEx
4388,"1443 William Unions South Kathrynhaven, DE 33889",37.85,FedEx
4389,"485 Charles Stravenue Freemanside, NJ 57617",33.16,FedEx
4390,"01199 Ward Spurs Apt. 028 New Chadfurt, MA 98141",43.25,DHL
4391,"PSC 4112, Box 7288 APO AA 13141",19.69,FedEx
4392,"8205 Lauren Roads Apt. 937 New Denise, DC 46872",16.16,UPS
4393,USNS Baldwin FPO AP 16523,8.18,DHL
4394,"0357 Monica Run Suite 275 East Diane, WA 12984",18.78,UPS
4395,"30504 Collins Prairie Apt. 922 East Michaeltown, PA 96922",25.6,UPS
4396,"95253 Justin Route Rachaelchester, NE 13370",37.78,UPS
4397,Unknown Shipping Address,9.76,UPS
4398,"991 Tyler Stravenue Mooreshire, MP 72585",43.37,DHL
4399,"13412 Wendy Circle Suite 094 West David, NC 00689",21.9,UPS
4400,"11223 Aaron Station Apt. 098 Port Dustinchester, OK 75215",44.95,DHL
4401,"45660 Steven Shoal Ricardoborough, NY 26485",26.99,FedEx
4402,"952 Mann Inlet North Carolynberg, CT 59780",42.25,FedEx
4403,USNS Pruitt FPO AP 42035,23.33,FedEx
4404,"2851 Sheila Heights New Jennifer, NV 22952",35.66,FedEx
4405,"59433 Justin Mill North Melindaberg, ME 40973",19.29,DHL
4406,"928 Alvarez Underpass New Donaldberg, MD 16354",41.1,FedEx
4407,"93013 Cox Trail Tammyfort, MD 64476",10.95,FedEx
4408,"36879 Marshall Viaduct Apt. 670 Johnsonmouth, AR 75911",9.07,FedEx
4409,"8488 Shaw Fords Apt. 593 Lake Karenfort, IA 97157",30.69,FedEx
4410,"99891 Lopez Island Apt. 218 New Pamela, NJ 42643",8.42,FedEx
4411,"4508 Sampson Squares Suite 906 Port Annfurt, IL 32726",9.58,DHL
4412,Unknown Shipping Address,7.3,DHL
4413,"5924 Bentley Cliffs Suite 544 West Ronaldview, MS 27274",24.88,FedEx
4414,"312 Wagner Ridge West Teresaton, SD 93554",39.34,UPS
4415,"PSC 3556, Box 0060 APO AA 44466",46.96,DHL
4416,"PSC 3738, Box 7465 APO AP 80509",49.14,DHL
4417,"1195 Elizabeth Knoll Rebeccaland, NH 60333",22.07,UPS
4418,"506 Hanson Heights Suite 121 Port Lisa, FM 88612",42.51,UPS
4419,"285 Robert Meadows Hornefurt, TN 76733",48.39,FedEx
4420,"4930 Collins Light South Danielleton, PA 30713",40.9,DHL
4421,"06925 Alexandra Pass Suite 631 Taylormouth, WA 70677",45.47,UPS
4422,"0814 Kennedy Junction Johnnyside, PR 52852",33.83,DHL
4423,"63073 Dale Summit Suite 893 Waltermouth, PW 30433",39.2,UPS
4424,Unknown Shipping Address,41.13,FedEx
4425,USS Rodriguez FPO AA 39224,24.11,DHL
4426,"991 Bailey Lights Apt. 984 West Wayne, MH 01285",28.43,FedEx
4427,"807 Jennifer Curve West Jared, RI 59786",22.43,FedEx
4428,"1926 Meadows Extension Suite 488 Brandontown, MT 99477",11.1,FedEx
4429,"754 Williams Heights Codyshire, ME 00946",5.2,UPS
4430,"78496 Jones Cliffs Davidfurt, DE 63549",25.46,DHL
4431,"64303 Stephen Shoals Apt. 515 West Tyler, VA 57239",20.76,UPS
4432,"92936 Shaw Flats Suite 525 Wilsonview, FM 41092",40.92,UPS
4433,"0798 Olivia Isle Apt. 996 North Wendy, IA 05405",18,UPS
4434,"346 Matthew Squares North Jesuston, VA 04460",14.09,DHL
4435,"6859 Lyons Locks East Michelle, VT 49979",20.11,FedEx
4436,"611 Jessica Parks Suite 797 South Joshuastad, KY 20537",25.06,UPS
4437,"682 Chase Crest Suite 829 North Mirandachester, ME 35874",13.22,DHL
4438,Unknown Shipping Address,14.75,UPS
4439,"52959 Blanchard Harbors Suite 255 Port Stacyhaven, PA 54047",5.62,DHL
4440,"530 Roman Ford North Debraview, AL 93728",20.5,DHL
4441,"537 Phillips Pine Port Joseph, CO 91909",42.15,FedEx
4442,"811 Mitchell Orchard Bushside, ME 67223",31.14,DHL
4443,"28931 Timothy Trafficway South Gabriel, OH 62805",37.86,UPS
4444,"2896 Travis Stream Suite 264 Lake Caleb, MT 15428",16.54,UPS
4445,"18366 Martin Lodge Wareside, PR 50590",34.99,FedEx
4446,"069 Washington Divide Lake Phillip, VT 13772",36.73,FedEx
4447,"6343 Douglas Way Suite 246 Johnland, MD 55505",6.98,FedEx
4448,"003 Carlos Dale North Veronicaburgh, HI 66638",16.06,FedEx
4449,"046 Joseph Pass Reynoldsstad, CT 70624",37.94,DHL
4450,"949 Joshua Mission Apt. 701 West Ivan, TN 64370",44.66,FedEx
4451,"06474 White Springs Michaeltown, HI 08143",32.91,UPS
4452,"93268 Perez Trace West Mollychester, AK 03858",31.15,DHL
4453,"86043 Lewis Cliff Suite 593 New Jeffrey, SC 11534",39.14,DHL
4454,"158 Kelley Streets Suite 411 Stephanieburgh, MS 03497",30.71,UPS
4455,"292 Stephen Rue Apt. 088 North Jasmine, FL 34336",14.29,UPS
4456,"05846 Pamela Run Apt. 012 Port Brianna, VA 27057",14.9,UPS
4457,"86590 Strickland View Malloryland, KY 79777",36.91,UPS
4458,"92441 Colleen Cliffs Apt. 541 Heatherberg, IL 17965",21.82,UPS
4459,Unknown Shipping Address,45.56,DHL
4460,"09023 Reynolds Greens West Davidmouth, MD 78090",42.52,FedEx
4461,"3738 Hodge Trail Hillside, NV 16116",39.12,UPS
4462,"391 Kyle Roads Suite 518 New Timothy, SC 92742",11.4,FedEx
4463,"0021 Joseph Course Kathleenborough, IL 64406",49.39,FedEx
4464,"2941 Steven Crescent Salazarbury, GU 99393",8.35,DHL
4465,"86709 Christian Harbors Apt. 269 Madelineport, PW 33137",28.19,DHL
4466,"236 Amanda Center Lake Jeffrey, SC 07721",22.94,UPS
4467,"525 French Springs Suite 066 East Claudia, NE 92127",24.71,FedEx
4468,Unknown Shipping Address,48.34,FedEx
4469,"162 Susan Springs West Jennifer, DE 82309",26.45,UPS
4470,"7663 Gutierrez Passage Apt. 276 East Angela, NE 42619",16.35,DHL
4471,"7807 Valerie Hills Suite 703 West Gregg, NE 14178",18.69,DHL
4472,"631 Serrano Orchard Lake Meganchester, DE 30154",23.13,FedEx
4473,Unit 1194 Box 6608 DPO AE 05256,46.11,UPS
4474,"13205 Barajas Falls Lisaside, IA 52073",18.03,DHL
4475,"3136 Martinez Row Suite 661 Omarborough, TX 83173",12.11,DHL
4476,"6908 Lopez Flats Suite 727 Kathrynchester, MA 39877",8.42,FedEx
4477,"570 Hernandez Inlet Apt. 397 Rothhaven, SD 46937",22.29,FedEx
4478,"870 Tracy Ports New Catherineshire, PW 26573",17.2,FedEx
4479,"477 Frank Summit Jocelynland, MN 74638",18.54,DHL
4480,USCGC Burke FPO AA 84169,37.32,DHL
4481,"39479 Wilcox Burgs Suite 715 Crystalview, IA 12090",39.47,DHL
4482,"1892 Nancy Divide Suite 661 Millerton, AK 98026",28.89,FedEx
4483,"68258 Kevin Estates Apt. 572 Kellyhaven, GU 04899",30.32,UPS
4484,"53617 Keith Plain Sellerston, IN 90613",17.77,DHL
4485,"903 Castillo Islands North Crystal, MI 05572",28.96,DHL
4486,"0746 Erin Mountain South James, MA 59416",35.22,UPS
4487,"PSC 5390, Box 2275 APO AP 31906",5.28,UPS
4488,Unit 7225 Box 6560 DPO AP 81210,7.11,UPS
4489,"06581 Holly Rue West Donnastad, WV 43090",25.09,DHL
4490,"8707 Jackson Turnpike New Evelynton, VI 16793",10.01,DHL
4491,"PSC 8555, Box 3839 APO AA 63657",31.02,FedEx
4492,"3871 Jennifer Valley Apt. 807 Heatherview, DC 52717",11.67,UPS
4493,"337 Gina Parks Apt. 401 New Erica, VA 00706",9.79,DHL
4494,"689 Hebert Estate Lake Amber, NM 43683",16.01,UPS
4495,"17873 Alfred Terrace Mooreborough, MS 63870",36.39,DHL
4496,"02737 Daniel Expressway East Melissa, MH 87194",32.24,FedEx
4497,"283 Collins Parkway Ericamouth, CO 17402",10.07,DHL
4498,"86884 Porter Camp Apt. 917 Karenland, UT 44878",38.89,DHL
4499,"523 Kelley Plain Suite 248 Greermouth, WI 84869",11.46,FedEx
4500,"6642 Steven Junctions Apt. 108 Gentryside, WY 45697",24.09,FedEx
4501,"784 Ruiz Branch Lake Sarahmouth, MP 53664",9.75,FedEx
4502,"924 Knight Crossing Apt. 473 Lake Blake, MO 65349",31.4,FedEx
4503,Unknown Shipping Address,13.18,DHL
4504,"120 Sara Knoll Lake Matthewmouth, UT 65078",19.48,FedEx
4505,"00975 Craig Ridges Lake Richardland, NY 96407",43.6,FedEx
4506,"PSC 1055, Box 7827 APO AA 55512",23.53,DHL
4507,"4288 Hall Way Riveratown, WA 89161",43.09,UPS
4508,Unit 5498 Box 6819 DPO AA 23007,22.45,DHL
4509,"1681 Vanessa Highway West Philipville, MI 38847",13.01,DHL
4510,"862 Douglas Common Apt. 238 Christychester, NE 82153",40.09,UPS
4511,Unknown Shipping Address,43.52,UPS
4512,"01639 Dalton Pine Apt. 160 Matthewbury, NY 22242",13.71,DHL
4513,"04404 Joy Branch North Joshua, WY 17818",15.37,FedEx
4514,"97994 Villanueva Summit North Jack, WA 84340",21,FedEx
4515,"4519 Latoya Divide Carmenhaven, NC 31543",40.62,DHL
4516,"1909 Santiago Junctions Markmouth, CT 13885",7.64,DHL
4517,"12927 Jeffrey Creek Washingtonstad, MA 63136",31.83,DHL
4518,"686 David Fords Apt. 964 East Rogerborough, AL 94761",47.55,FedEx
4519,"1782 Michael Isle Apt. 390 Riveramouth, SD 67335",18.34,FedEx
4520,"904 Mcguire Place Suite 267 Wrightmouth, ME 77682",9.22,FedEx
4521,"4768 James Pines Apt. 775 Emilyfort, ME 76188",16.6,FedEx
4522,"8163 Jason Tunnel Apt. 880 West Jonathanport, MP 35071",44.16,DHL
4523,"1987 Jones Extension Jordanton, MA 70390",34.59,FedEx
4524,"5311 Rachel Forks Suite 238 Lake Andrewfurt, MA 14638",46.29,FedEx
4525,Unknown Shipping Address,18.87,UPS
4526,"201 Baker Prairie Apt. 677 Cunninghamshire, WI 85242",35.91,FedEx
4527,"1025 James Walks Apt. 443 North Brooke, WY 14065",9.24,FedEx
4528,"590 Bryan Burgs Apt. 035 East Ronaldburgh, VI 59836",26.06,FedEx
4529,"160 Barbara Estate Jennifershire, IN 39534",36.8,UPS
4530,"340 Laura Well Suite 324 Owenschester, RI 72981",46.8,UPS
4531,"520 Pacheco Circle North Rose, RI 11860",27.55,FedEx
4532,"16929 Taylor Mews Suite 538 North Michaelberg, NC 57019",14.38,DHL
4533,"278 Williams Streets North Deniseton, NC 71011",23.83,UPS
4534,"10472 Thomas Cliffs South Martha, MI 24170",35.2,FedEx
4535,"711 Brown Crest Jamesmouth, DE 46558",29.85,FedEx
4536,"67775 Peters Alley Suite 262 Greeneside, AZ 56910",47.08,DHL
4537,"79917 Holland Station Kelseyborough, ID 13868",10.82,UPS
4538,USCGC Jones FPO AA 96024,13.86,DHL
4539,"92286 Vaughn Islands Suite 456 Maryberg, MT 17718",5.55,FedEx
4540,"8250 Smith Ridge West Brandon, WY 96319",21.29,UPS
4541,"PSC 8275, Box 8709 APO AA 63947",7.4,UPS
4542,"7623 Kelly Views Kevinville, KS 29657",35.01,UPS
4543,"811 Gutierrez Shoals Suite 760 Hallhaven, AK 24168",34.18,DHL
4544,"99372 Sylvia Creek South Michaelland, MN 28949",42.54,FedEx
4545,"335 Cole Ridges Suite 330 Taylorton, WV 17204",37.92,DHL
4546,"43119 Bruce Tunnel South David, MT 67902",31.23,FedEx
4547,"058 Brown Roads Suite 733 Shawnview, IA 89547",25.78,DHL
4548,"6069 Esparza Ford Baileyfort, CA 26927",13.91,UPS
4549,"319 Johnson Run Ashleybury, NE 87055",36.14,DHL
4550,"890 Mendez Extensions Jonesview, NH 73277",25.12,FedEx
4551,"238 Jessica Pass Nicholasborough, MD 39757",44.34,FedEx
4552,"226 Fernando Fields Apt. 416 Lake Amanda, NJ 93628",43.82,UPS
4553,"875 Emily Way Suite 076 Bakerfort, CO 53331",42.85,FedEx
4554,"73049 Green Mountain Suite 503 West Michaelshire, CO 48732",6.83,FedEx
4555,"134 Rodney Estates Apt. 281 South Tiffany, PW 84160",30.57,DHL
4556,Unknown Shipping Address,20.31,FedEx
4557,USS Ramirez FPO AA 29696,34.9,UPS
4558,"000 Hardy Plains North Kenneth, MO 57325",6.46,UPS
4559,"55998 Lindsey Cape Suite 923 Dakotabury, TN 17719",27.79,UPS
4560,"581 Garcia Mountain North Alexandrashire, IL 05325",11.23,UPS
4561,"19870 Howell Fork Suite 734 North Walterland, WV 13102",22.82,DHL
4562,"787 Nathan Point Apt. 448 Laurenborough, VI 59653",42.69,UPS
4563,"645 Melvin Summit Ernestberg, MD 79745",15.88,DHL
4564,"15851 Kim Well Apt. 656 Wolfport, PR 26379",34.24,UPS
4565,"7139 Jarvis Avenue Morrisburgh, CA 09121",18.73,UPS
4566,USNS Rodriguez FPO AA 11331,28.77,DHL
4567,"03266 Baxter Brooks Chungstad, MS 70775",39.03,FedEx
4568,"62487 Lisa Landing Suite 637 Michaelfurt, AK 08446",36.73,UPS
4569,"9180 Justin Wells Vanessaside, MD 44340",45.26,DHL
4570,"192 David Burg West Lisa, NH 18422",7.3,DHL
4571,"564 Gabriel Dale Manuelfort, VA 22606",45.45,UPS
4572,Unit 5445 Box 0109 DPO AA 05131,8.33,UPS
4573,USCGC Davis FPO AE 57743,21.91,DHL
4574,"37360 Diaz Flat North Shirleyland, OH 49508",48.91,FedEx
4575,"28295 Juan Ways Apt. 775 West Daniel, FL 63763",10.6,DHL
4576,"37638 Brown Greens Lindaberg, TX 58973",27.2,FedEx
4577,USCGC Archer FPO AE 71388,14.97,UPS
4578,"8030 Katherine Lakes Apt. 114 Kennethside, DE 50874",43.99,UPS
4579,"039 Brooks Haven Apt. 235 Port Evan, FL 32779",43.5,FedEx
4580,"012 Adrian Union Apt. 347 Mistyshire, WY 62294",40.21,FedEx
4581,USNS Williams FPO AA 60612,47.18,FedEx
4582,"PSC 8766, Box 1212 APO AE 26103",41.02,DHL
4583,"330 Goodman Glens Apt. 118 West Nicholas, MO 30178",22.48,DHL
4584,USNS Phillips FPO AP 96883,23.9,DHL
4585,"23907 Kline Plains Suite 903 Dylanhaven, NC 24069",17.96,UPS
4586,"180 Julie Union Suite 260 Johnbury, GU 08459",12.28,UPS
4587,"1716 Kristopher Freeway Raymondhaven, FL 79243",44.82,FedEx
4588,"2810 Amber Fords West Edward, OH 59310",39.41,FedEx
4589,"705 Gray Drive Apt. 405 Ericaville, MH 23994",17.84,DHL
4590,"691 Melissa Plains Mckeeshire, CO 27110",37.76,FedEx
4591,"15426 Blevins Curve Suite 752 Hickmanberg, VI 54271",44.77,FedEx
4592,"096 Camacho Corner Suite 351 Johnsonstad, NC 04421",46.88,UPS
4593,"338 Hanson Lock Apt. 405 West Chelseafort, SC 42778",16.29,UPS
4594,"3085 Henry Ford Harrisberg, CO 66903",37.03,FedEx
4595,"73645 Hodge Ways West Brent, WI 24413",43.56,UPS
4596,"3134 Silva Route Sharpmouth, WI 11042",47.56,UPS
4597,"7801 Ashley Rue Jeremyview, MD 49017",32.5,DHL
4598,"5435 Richard Valley Apt. 995 West Dannybury, DC 09043",13.82,UPS
4599,"703 Anthony Point Suite 286 Howellborough, VA 36993",38.82,FedEx
4600,"77744 Gomez Points Apt. 332 Kimberlyside, SD 31386",17.49,UPS
4601,"14594 Ryan Rest New Joshua, MD 76918",13.9,DHL
4602,"332 Scott Viaduct Suite 478 West Kara, NE 38609",38.63,UPS
4603,"967 Smith Fords Johnchester, FM 59743",47.14,FedEx
4604,Unknown Shipping Address,17.35,UPS
4605,"77746 Davis Gardens Apt. 957 Port John, VA 65523",40.4,UPS
4606,"827 Wright Isle New Andreastad, WY 31148",13.47,DHL
4607,"9467 Janice Inlet Suite 852 New Scottport, LA 47791",29.01,DHL
4608,"01034 Walton Field Lake Steven, CA 87086",32.1,FedEx
4609,Unit 0589 Box 6967 DPO AP 32013,27.79,FedEx
4610,"8801 Evan Circles Schroederbury, CO 63159",32.47,FedEx
4611,"3919 Alexander Place Apt. 440 Clarkberg, MO 29920",22.75,UPS
4612,"80760 Holly Hollow Suite 104 Jamesmouth, MN 68046",32.53,FedEx
4613,"38285 Ross Views Apt. 843 Pughton, CA 17820",17.64,UPS
4614,"32863 Jeffrey Forest East Ricky, NY 50271",14.45,FedEx
4615,"84268 Ricky Squares Apt. 688 North Angel, OK 19625",21.89,FedEx
4616,"3632 Tara Trail Hillchester, MD 11137",42.53,UPS
4617,"093 Paula Cliff Port Williammouth, AS 09569",8.35,FedEx
4618,"0770 Shannon Mall Apt. 140 Sharonbury, MO 63839",12.15,FedEx
4619,"82050 Susan Land Apt. 371 South William, TN 32030",29.34,UPS
4620,"36328 Casey Corner Apt. 787 East Timothyview, AK 02462",38.65,UPS
4621,"548 Chelsea Shoal South Michelle, NY 07458",6.42,UPS
4622,"3017 Bailey Squares Apt. 450 West Kristin, FL 84187",14.5,DHL
4623,"799 Manuel Skyway Lake Kathleen, OK 42147",36.6,FedEx
4624,"8872 Lopez Route Suite 594 East Lauren, TX 45968",28.36,DHL
4625,"7336 Woodard Falls New Michaelberg, NY 43199",29.18,UPS
4626,"1922 David Course Johnnyshire, MN 38243",37.54,DHL
4627,Unit 9561 Box 3725 DPO AE 66484,5.38,DHL
4628,"31697 Crystal Falls Apt. 348 Lake Audrey, ID 57549",18.85,FedEx
4629,"0607 Buck Inlet South Gina, MT 04589",46.59,DHL
4630,"12302 Marissa Cape North Jamesmouth, ID 33854",11.72,DHL
4631,"0365 Williams Manor Suite 002 West Michele, SD 55648",11.7,UPS
4632,"0271 Carolyn Walk Tiffanyland, MO 33584",40.78,DHL
4633,"26723 Gomez Wells Suite 080 West Paul, ME 06525",44.89,UPS
4634,"804 Doyle Alley Suite 649 Steeleport, AS 63668",31.42,FedEx
4635,"3940 Joseph Mountain East Rhondaside, GU 34860",32.43,UPS
4636,"669 Burton Rue Suite 275 New Jasmineberg, PW 37481",27.89,DHL
4637,"765 Arellano Mission East William, WV 08649",38.13,FedEx
4638,"41281 Martin Valley Apt. 511 Whiteville, AK 33031",17.32,UPS
4639,"43431 Gail Vista Castilloborough, KY 80615",28.76,DHL
4640,"3424 Barnett Park Lake Kyleland, DE 65979",32.64,UPS
4641,"65302 Collier Green Apt. 346 Port Jamesfort, MA 29752",25.38,FedEx
4642,"4992 Shannon Extensions New Jasonstad, VA 45109",13.19,DHL
4643,"0340 Christopher Place Chavezville, LA 01009",14.42,FedEx
4644,Unknown Shipping Address,48.85,UPS
4645,"9518 Campbell Ville Suite 159 Flemington, DE 09338",34.6,FedEx
4646,"268 Catherine Bypass North James, TN 83925",47.89,FedEx
4647,Unknown Shipping Address,32.36,FedEx
4648,"70746 Nguyen Ford Suite 151 East Ronaldfurt, SD 98763",37.87,FedEx
4649,"049 Anderson Village Suite 914 South Christopherside, WA 36968",29.79,UPS
4650,"4267 Amanda Drive Suite 121 Thomasfort, NH 01407",33.11,DHL
4651,"237 Mcpherson Valley Greenbury, TN 87493",46.88,FedEx
4652,"44318 Johnson Common Apt. 852 Jamestown, TN 12322",16.89,FedEx
4653,"PSC 4933, Box 0420 APO AA 60307",43.81,FedEx
4654,"11632 Sarah Lodge West Marissatown, NY 81477",40.07,UPS
4655,"3696 Young Run Scottfort, AR 20619",14.93,DHL
4656,"84844 Rachel Lock Crystalborough, PR 92101",12.54,FedEx
4657,Unknown Shipping Address,32.78,UPS
4658,"67547 Mason View Suite 964 Balltown, WV 45906",16.67,FedEx
4659,"12819 Townsend Passage West Andrewberg, UT 21512",12.54,FedEx
4660,"7009 Michelle Mews Apt. 259 Lake Michelleburgh, MH 63165",36.26,DHL
4661,"1477 Bush Manors Suite 322 Jasontown, UT 76926",48.64,FedEx
4662,"097 Matthew Vista West Stephaniefort, TX 11598",27.31,UPS
4663,"5840 Amber Freeway North Royshire, NC 45428",24.47,FedEx
4664,"481 Justin Pine Edwardshaven, HI 83720",37.66,UPS
4665,"58101 Martin Circle West Jay, FM 14537",39.87,DHL
4666,USNV Johnson FPO AA 27194,13.98,FedEx
4667,USCGC Reyes FPO AE 21363,28.04,DHL
4668,"0777 Ware Burgs Apt. 865 West Emilyview, ND 52134",8.81,UPS
4669,"4838 Rachel Crossroad Lake Paulhaven, CO 59597",42.06,FedEx
4670,"4167 Carpenter Knolls South Kennethside, LA 98181",12.6,DHL
4671,"735 Norman Ridge North Williamberg, LA 80790",15.08,DHL
4672,"8192 Sally Mews Glassmouth, CA 17102",46.27,FedEx
4673,Unknown Shipping Address,43.43,FedEx
4674,"2548 Morgan Turnpike Lake Cheryl, WV 97751",7.74,UPS
4675,"31891 Kevin Locks South Melissa, VA 65925",14.01,UPS
4676,"5751 Schneider Lane North Melissa, KY 85973",29.6,UPS
4677,"09938 Leonard Garden Reidmouth, HI 99794",33.16,FedEx
4678,"46112 Kirk Park South Elizabethberg, WA 42776",23.06,FedEx
4679,"3680 Zachary Ports Suite 308 East Shannon, SD 64203",35.03,UPS
4680,"8062 Howard Lock Pattersontown, ND 11689",43.79,FedEx
4681,Unknown Shipping Address,40.15,UPS
4682,"94502 Maldonado Harbors Apt. 634 Porterfort, SC 87788",26.97,UPS
4683,Unknown Shipping Address,11.74,DHL
4684,"404 Daniel Rest Justinport, NC 50077",17.77,UPS
4685,"819 Ware Trail Apt. 053 West Mason, HI 00506",25.72,DHL
4686,"562 Ryan Branch East Davidberg, NV 08086",6.01,UPS
4687,"8214 Ramirez Plaza Apt. 294 West Cole, OH 90498",7.54,FedEx
4688,"238 Derrick Viaduct Apt. 829 Diazfurt, AS 17185",14.63,DHL
4689,"7519 Becker Lodge Apt. 481 Dannyview, LA 02894",29.32,UPS
4690,Unknown Shipping Address,36.71,UPS
4691,"28799 Wayne Meadows Suite 001 Bestborough, LA 91907",23.01,DHL
4692,"992 Riggs Vista Underwoodhaven, NH 77968",16.53,FedEx
4693,"820 Shannon Forge Apt. 518 Elijahland, ME 07616",8.95,DHL
4694,"86173 Cook Green Suite 752 Moranton, WY 66244",45.58,FedEx
4695,"6082 Nathan Fall Timothyfurt, HI 88888",38.89,DHL
4696,"PSC 6604, Box 5469 APO AP 04438",31.64,UPS
4697,"938 Harrell Springs Port Davidshire, WY 26076",35.99,DHL
4698,"9963 Jacob Island Apt. 081 Thompsonton, AK 35926",29.61,DHL
4699,"247 Melanie Flats Suite 200 Colontown, CO 16756",48.01,FedEx
4700,"7102 Frank Extension Suite 548 Port Joshua, FM 83209",7.65,FedEx
4701,"3209 Leonard Mount Suite 576 Smithburgh, AL 49415",14.54,DHL
4702,USCGC Lynch FPO AE 76477,14.55,DHL
4703,"9504 Blair Route East Tanya, GU 22320",44.38,UPS
4704,"083 Brandon Pines Suite 648 Spencershire, LA 06213",26.95,FedEx
4705,"1077 Carpenter Port Coreytown, IA 83731",22.4,UPS
4706,"8858 Bailey Views West David, MS 40701",32.21,DHL
4707,"80791 Megan Rapids Jacobbury, IL 60806",31.87,DHL
4708,"35298 Jordan Freeway East Scottville, AL 34921",8,DHL
4709,Unknown Shipping Address,30.09,FedEx
4710,"4328 Laura Fords Suite 964 South Douglaschester, SC 91897",43.69,UPS
4711,Unit 8657 Box 4031 DPO AE 96889,28.6,DHL
4712,"698 Schwartz Walk North Jenniferfort, UT 40668",20.29,FedEx
4713,"PSC 4065, Box 1822 APO AP 75454",14.62,DHL
4714,"12446 Tyler Gardens Suite 050 Shannonborough, MA 92347",13.83,FedEx
4715,"959 Jennifer Flats Suite 406 Jasmineside, AZ 11303",15.77,UPS
4716,"214 Jessica Cape East Cherylbury, AR 10032",16.15,FedEx
4717,"24199 Walker Hill Apt. 408 Lake Mirandafort, TX 03552",41.43,FedEx
4718,"14402 Rogers Route Apt. 112 East Rebecca, GA 34097",34.12,UPS
4719,"57115 Nancy Ville Apt. 651 Port Taraside, CO 04584",35.9,FedEx
4720,"305 Joan Stravenue Susanton, MT 03271",11.55,FedEx
4721,"44051 Rodriguez Island Suite 278 Victorchester, AL 42515",16.87,UPS
4722,"PSC 1430, Box 4476 APO AA 45674",36.53,UPS
4723,"7373 Reynolds Island Heatherchester, OH 86059",35.01,DHL
4724,"979 Tyler Fords Ruthport, IN 47740",48.96,FedEx
4725,"32182 Ronald Lights Michellefort, RI 65279",26.32,DHL
